Name,CountsDB,Created time,DaysSinceLast,First Practiced,Freq,Key,Last Practiced,Notes,Played Since Reset,PlayedThisMonth,Plays Since Last Reset,Practice Group,Practice History,Practiced,Refresh Records,Score,Score with Random,Sets,Tune No.,Type
Dawning of the Day,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:49 AM",135,"Sep 13, 2024",1,D Major,"December 1, 2025 10:43 PM (CST)",,No,No,0,"Easy/Popular, Slow Tunes","Dawning of the Day (24-09-13) (https://www.notion.so/Dawning-of-the-Day-24-09-13-352ff20ee5c7440b8d6892296bd7aff0?pvs=21), Dawning of the Day (24-09-17) (https://www.notion.so/Dawning-of-the-Day-24-09-17-9e3f0298643a434abee35c3481fb87bb?pvs=21), Dawning of the Day (25-01-03) (https://www.notion.so/Dawning-of-the-Day-25-01-03-3460cdc87ba74bebbb56a6bb8a1f1802?pvs=21), Dawning of the Day (25-05-04) (https://www.notion.so/Dawning-of-the-Day-25-05-04-1ea04f42e3e080a983cafbbbf5104f4c?pvs=21), Dawning of the Day (25-08-27) (https://www.notion.so/Dawning-of-the-Day-25-08-27-25d04f42e3e080bda425d6cc8ccba100?pvs=21), Dawning of the Day (25-11-22) (https://www.notion.so/Dawning-of-the-Day-25-11-22-2b404f42e3e08037a11ef6b5e76cb4e6?pvs=21), Dawning of the Day (25-12-01) (https://www.notion.so/Dawning-of-the-Day-25-12-01-2bd04f42e3e080adbfcae284b0d0e8ac?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3",191,191.1,,1,March
Saddle the Pony,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:49 AM",5,"Apr 23, 2024",2,G Major,"April 10, 2026 12:59 PM (CDT)",,Yes,Yes,2,Easy/Popular,"Saddle the Pony (24-04-22) (https://www.notion.so/Saddle-the-Pony-24-04-22-2ca9531d4f5b44b0933b0fd5d310007c?pvs=21), Saddle the Pony (24-04-26) (https://www.notion.so/Saddle-the-Pony-24-04-26-7fe3e6ab183647f4afa46d68a23a9e6b?pvs=21), Saddle the Pony (24-04-27) (https://www.notion.so/Saddle-the-Pony-24-04-27-8db9e651122d48be99f0c1cf2f983e66?pvs=21), Saddle the Pony (24-05-26) (https://www.notion.so/Saddle-the-Pony-24-05-26-0a4b687ccd974451ab8e5204079f2beb?pvs=21), Saddle the Pony (24-08-24) (https://www.notion.so/Saddle-the-Pony-24-08-24-eaacf2918cf94603b0e536eee53a155e?pvs=21), Saddle the Pony (24-09-05) (https://www.notion.so/Saddle-the-Pony-24-09-05-c3cb7f84cb9c4799a468b42338bde259?pvs=21), Saddle the Pony (24-11-10) (https://www.notion.so/Saddle-the-Pony-24-11-10-96e485bafefe4ca9b889cbfb5eab7280?pvs=21), Saddle the Pony (25-01-19) (https://www.notion.so/Saddle-the-Pony-25-01-19-865ca76cd2a84cdea0423777e782dd07?pvs=21), Saddle the Pony (25-02-13) (https://www.notion.so/Saddle-the-Pony-25-02-13-19a04f42e3e080ae94f4c098db91a844?pvs=21), Saddle the Pony (25-02-23) (https://www.notion.so/Saddle-the-Pony-25-02-23-1a304f42e3e080408f17cf2ab3b247ac?pvs=21), Saddle the Pony (25-06-11) (https://www.notion.so/Saddle-the-Pony-25-06-11-20f04f42e3e0802c9b6bc0d679d31567?pvs=21), Saddle the Pony (25-09-08) (https://www.notion.so/Saddle-the-Pony-25-09-08-26804f42e3e080d5a614d1b4d20f300f?pvs=21), Saddle the Pony (25-09-18) (https://www.notion.so/Saddle-the-Pony-25-09-18-27204f42e3e0801db959c0e738e76b11?pvs=21), Saddle the Pony (25-09-19) (https://www.notion.so/Saddle-the-Pony-25-09-19-27304f42e3e080a99c56f76b4fb88d80?pvs=21), Saddle the Pony (25-10-26) (https://www.notion.so/Saddle-the-Pony-25-10-26-29804f42e3e08020b642db35ad99c821?pvs=21), Saddle the Pony (25-12-12) (https://www.notion.so/Saddle-the-Pony-25-12-12-2c704f42e3e08035afb0d7942f9a71b7?pvs=21), Saddle the Pony (26-02-23) (https://www.notion.so/Saddle-the-Pony-26-02-23-31004f42e3e0800289a1da19bc76b867?pvs=21), Saddle the Pony (26-04-10) (https://www.notion.so/Saddle-the-Pony-26-04-10-33e04f42e3e080b8b45fcfc4b3529cda?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3,https://www.notion.so/30704f42e3e08054b26ed07f522b9699",10,10.6,,3,Jig
The Foggy Dew,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:49 AM",74,"Jun 3, 2024",1,E Minor,"January 31, 2026 11:15 PM (CST)",,No,No,0,Slow Tunes,"The Foggy Dew (24-06-02) (https://www.notion.so/The-Foggy-Dew-24-06-02-abe680c47d124e32a2b6a5997bba97b7?pvs=21), The Foggy Dew (24-09-05) (https://www.notion.so/The-Foggy-Dew-24-09-05-4a3a4b352bfa4f8a932b9a22f5b54365?pvs=21), The Foggy Dew (24-11-10) (https://www.notion.so/The-Foggy-Dew-24-11-10-6ff87ac1564c40828d27889e4a65578c?pvs=21), The Foggy Dew (25-01-26) (https://www.notion.so/The-Foggy-Dew-25-01-26-18704f42e3e080da9f6bf1909024ef40?pvs=21), The Foggy Dew (25-02-23) (https://www.notion.so/The-Foggy-Dew-25-02-23-1a304f42e3e0806c8d2bd1278c32472f?pvs=21), The Foggy Dew (25-05-04) (https://www.notion.so/The-Foggy-Dew-25-05-04-1ea04f42e3e0800cbc6cf58a5d458289?pvs=21), The Foggy Dew (25-05-29) (https://www.notion.so/The-Foggy-Dew-25-05-29-20304f42e3e080ceaf8ee4bf18cc901a?pvs=21), The Foggy Dew (25-07-15) (https://www.notion.so/The-Foggy-Dew-25-07-15-23204f42e3e080c09e12fc9eaa137a28?pvs=21), The Foggy Dew (25-11-15) (https://www.notion.so/The-Foggy-Dew-25-11-15-2ac04f42e3e080db9364f5979bdb05be?pvs=21), The Foggy Dew (26-01-31) (https://www.notion.so/The-Foggy-Dew-26-01-31-2fa04f42e3e080f7acdde5f82618919f?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3",105,105.1,,2,March
Out on the Ocean,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:52 AM",26,"Apr 9, 2024",2,G Major,"March 20, 2026 10:40 PM (CDT)",,Yes,No,1,Easy/Popular,"Out on the Ocean (24-04-08) (https://www.notion.so/Out-on-the-Ocean-24-04-08-77c139b030a94deea552fae99ca81203?pvs=21), Out on the Ocean (24-04-16) (https://www.notion.so/Out-on-the-Ocean-24-04-16-c7e26f2b38204728b9f5cd48569c5ffd?pvs=21), Out on the Ocean (24-04-27) (https://www.notion.so/Out-on-the-Ocean-24-04-27-8193ece79f444176a747adf0f4fc5c91?pvs=21), Out on the Ocean (24-05-12) (https://www.notion.so/Out-on-the-Ocean-24-05-12-1f96bcc62c84426eb2ad6bd592f39cb9?pvs=21), Out on the Ocean (24-07-29) (https://www.notion.so/Out-on-the-Ocean-24-07-29-26857f600a4840e796214f06b90acee3?pvs=21), Out on the Ocean (24-08-13) (https://www.notion.so/Out-on-the-Ocean-24-08-13-ad248ebed86b4582bd8a89b37c951ac9?pvs=21), Out on the Ocean (24-08-25) (https://www.notion.so/Out-on-the-Ocean-24-08-25-1e6d22bafd0245a3a2b2e1a32f51ae7c?pvs=21), Out on the Ocean (24-09-24) (https://www.notion.so/Out-on-the-Ocean-24-09-24-61c658c7abf34d81af71d8ae3466824e?pvs=21), Out on the Ocean (24-10-12) (https://www.notion.so/Out-on-the-Ocean-24-10-12-a972f161ffcb427f9390c16efe9a19f4?pvs=21), Out on the Ocean (24-10-16) (https://www.notion.so/Out-on-the-Ocean-24-10-16-deafa12575a8476bba006b957192b6ed?pvs=21), Out on the Ocean (24-11-03) (https://www.notion.so/Out-on-the-Ocean-24-11-03-74c5f9750ce84c4c9abcc835dd33c055?pvs=21), Out on the Ocean (24-11-10) (https://www.notion.so/Out-on-the-Ocean-24-11-10-264953992fad4d6db1e4006da0b05849?pvs=21), Out on the Ocean (24-11-17) (https://www.notion.so/Out-on-the-Ocean-24-11-17-3d63aeb4ad744c6e93739abaeb3c3c46?pvs=21), Out on the Ocean (24-12-22) (https://www.notion.so/Out-on-the-Ocean-24-12-22-7fa919c1f8a145128f640d98b4640022?pvs=21), Out on the Ocean (25-02-23) (https://www.notion.so/Out-on-the-Ocean-25-02-23-1a304f42e3e080888c6ff5eceaa88203?pvs=21), Out on the Ocean (25-04-01) (https://www.notion.so/Out-on-the-Ocean-25-04-01-1c804f42e3e080999d4bf77127051764?pvs=21), Out on the Ocean (25-04-15) (https://www.notion.so/Out-on-the-Ocean-25-04-15-1d604f42e3e0809ba9caccf5effafec0?pvs=21), Out on the Ocean (25-04-19) (https://www.notion.so/Out-on-the-Ocean-25-04-19-1da04f42e3e080808714de3b5e4072c8?pvs=21), Out on the Ocean (25-06-11) (https://www.notion.so/Out-on-the-Ocean-25-06-11-20f04f42e3e080bbbb48c7070893092c?pvs=21), Out on the Ocean (25-06-13) (https://www.notion.so/Out-on-the-Ocean-25-06-13-21104f42e3e080469e3dd839a4a2b0c0?pvs=21), Out on the Ocean (25-06-21) (https://www.notion.so/Out-on-the-Ocean-25-06-21-21904f42e3e080099a9ac566edce4bc3?pvs=21), Out on the Ocean (25-08-24) (https://www.notion.so/Out-on-the-Ocean-25-08-24-25904f42e3e08049808ee3ffc946ce14?pvs=21), Out on the Ocean (25-09-05) (https://www.notion.so/Out-on-the-Ocean-25-09-05-26604f42e3e080ae87b5f9a0326d5c93?pvs=21), Out on the Ocean (25-09-14) (https://www.notion.so/Out-on-the-Ocean-25-09-14-26e04f42e3e08007b324cd61acea3aa7?pvs=21), Out on the Ocean (25-10-04) (https://www.notion.so/Out-on-the-Ocean-25-10-04-28204f42e3e0805d80e7c6690961cd87?pvs=21), Out on the Ocean (25-12-14) (https://www.notion.so/Out-on-the-Ocean-25-12-14-2ca04f42e3e0805f9e52e73ed699cac8?pvs=21), Out on the Ocean (25-12-22) (https://www.notion.so/Out-on-the-Ocean-25-12-22-2d204f42e3e080cfa9c8fdf3dc5dc600?pvs=21), Out on the Ocean (25-12-25) (https://www.notion.so/Out-on-the-Ocean-25-12-25-2d404f42e3e0805dadd6eb230c484430?pvs=21), Out on the Ocean (26-01-10) (https://www.notion.so/Out-on-the-Ocean-26-01-10-2e404f42e3e080b99700f23eb2e7e53c?pvs=21), Out on the Ocean (26-01-16) (https://www.notion.so/Out-on-the-Ocean-26-01-16-2eb04f42e3e080e0afebc11b68b67ed6?pvs=21), Out on the Ocean (26-01-31) (https://www.notion.so/Out-on-the-Ocean-26-01-31-2fa04f42e3e080ffa857f9b551b394d4?pvs=21), Out on the Ocean (26-03-20) (https://www.notion.so/Out-on-the-Ocean-26-03-20-32a04f42e3e0804a95d5f6a8969eda61?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3,https://www.notion.so/30704f42e3e08054b26ed07f522b9699",52,52,,4,Jig
Bill Harte's Jig,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:52 AM",2,"Mar 4, 2024",5,D Mix,"April 13, 2026 6:40 PM (CDT)",,Yes,Yes,1,,"Untitled (https://www.notion.so/bbf3b8f2f50d4413b572a3ad721a50c6?pvs=21), Bill Harte's Jig (24-04-16) (https://www.notion.so/Bill-Harte-s-Jig-24-04-16-d97cbad904d94bd1b61f61cd16bea33e?pvs=21), Bill Harte's Jig (24-07-05) (https://www.notion.so/Bill-Harte-s-Jig-24-07-05-93ee5e5ff4da49459bebf66d14b479d9?pvs=21), Bill Harte's Jig (24-09-15) (https://www.notion.so/Bill-Harte-s-Jig-24-09-15-729ba30581a44c2f90776eb0f3d31aed?pvs=21), Bill Harte's Jig (24-11-27) (https://www.notion.so/Bill-Harte-s-Jig-24-11-27-64f2a8eab3a946b0a0dd2d15c9c4c321?pvs=21), Bill Harte's Jig (25-01-20) (https://www.notion.so/Bill-Harte-s-Jig-25-01-20-ee0bc335289143b29555363d4c2fcd10?pvs=21), Bill Harte's Jig (25-04-17) (https://www.notion.so/Bill-Harte-s-Jig-25-04-17-1d904f42e3e080d191d3c79a10825fb8?pvs=21), Bill Harte's Jig (25-08-19) (https://www.notion.so/Bill-Harte-s-Jig-25-08-19-25504f42e3e0809daaf4c286e093f599?pvs=21), Bill Harte's Jig (25-11-21) (https://www.notion.so/Bill-Harte-s-Jig-25-11-21-2b204f42e3e08021ad7be888d1a0138d?pvs=21), Bill Harte's Jig (26-02-12) (https://www.notion.so/Bill-Harte-s-Jig-26-02-12-30504f42e3e0804dbf98fa250f837803?pvs=21), Bill Harte's Jig (26-04-13) (https://www.notion.so/Bill-Harte-s-Jig-26-04-13-34104f42e3e080ef9eadfe3dc83aeda7?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3,https://www.notion.so/30704f42e3e08054b26ed07f522b9699",11,11.4,,5,Jig
Lucy Farr,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:52 AM",3,"Mar 23, 2024",4,G Major,"April 12, 2026 3:02 PM (CDT)",,Yes,Yes,3,Top 50,"Lucy Farr (24-03-23) (https://www.notion.so/Lucy-Farr-24-03-23-b48a73a85dbb477a9531918ca0deb0f6?pvs=21), Lucy Farr (24-03-25) (https://www.notion.so/Lucy-Farr-24-03-25-3a0b51d39b294bcc9eeb2b51a41dfe59?pvs=21), Lucy Farr (24-04-08) (https://www.notion.so/Lucy-Farr-24-04-08-6f5de5db6c3840239ab857b7598af395?pvs=21), Lucy Farr (24-04-14) (https://www.notion.so/Lucy-Farr-24-04-14-99e7cb5a2c08431ebcada3491da41714?pvs=21), Lucy Farr (24-04-27) (https://www.notion.so/Lucy-Farr-24-04-27-98f201a21c124707a5d4a4dffde2d0ec?pvs=21), Lucy Farr (24-05-04) (https://www.notion.so/Lucy-Farr-24-05-04-d8af12c795b34f9c98b0121c5015be0d?pvs=21), Lucy Farr (24-06-27) (https://www.notion.so/Lucy-Farr-24-06-27-abaaa56fa6134adc846dffae72ca86da?pvs=21), Lucy Farr (24-08-11) (https://www.notion.so/Lucy-Farr-24-08-11-44fbef56ba2a46b6b4db71eeeca19715?pvs=21), Lucy Farr (24-11-06) (https://www.notion.so/Lucy-Farr-24-11-06-1c39b6e903bc4e548ac574b90f3ed1cd?pvs=21), Lucy Farr (24-03-25) (https://www.notion.so/Lucy-Farr-24-03-25-4f4b07b913e8479e8619d997bf5ddaeb?pvs=21), Lucy Farr (25-01-14) (https://www.notion.so/Lucy-Farr-25-01-14-ea6a7a889cb74ba9941a3dac65e923f5?pvs=21), Lucy Farr (25-02-02) (https://www.notion.so/Lucy-Farr-25-02-02-18e04f42e3e080cda569fcccd418949f?pvs=21), Lucy Farr (25-02-04) (https://www.notion.so/Lucy-Farr-25-02-04-19104f42e3e080d3b593f7b462ba9bad?pvs=21), Lucy Farr (25-02-09) (https://www.notion.so/Lucy-Farr-25-02-09-19504f42e3e080ca9097e6868ae7b73f?pvs=21), Lucy Farr (25-02-22) (https://www.notion.so/Lucy-Farr-25-02-22-1a204f42e3e080c69d4bd3fed8e60713?pvs=21), Lucy Farr (25-03-09) (https://www.notion.so/Lucy-Farr-25-03-09-1b204f42e3e080f1b29edc1cc75c9afa?pvs=21), Lucy Farr (25-04-27) (https://www.notion.so/Lucy-Farr-25-04-27-1e304f42e3e080888ff6f88e9e1e3a0c?pvs=21), Lucy Farr (25-06-07) (https://www.notion.so/Lucy-Farr-25-06-07-20b04f42e3e0805abc46dc02ca0c89e8?pvs=21), Lucy Farr (25-07-12) (https://www.notion.so/Lucy-Farr-25-07-12-22f04f42e3e0806da21bf913be0e969d?pvs=21), Lucy Farr (25-09-05) (https://www.notion.so/Lucy-Farr-25-09-05-26604f42e3e0801ea2d2ed4d0e2d4fb7?pvs=21), Lucy Farr (25-09-08) (https://www.notion.so/Lucy-Farr-25-09-08-26904f42e3e0808f986feb0e78a1d540?pvs=21), Lucy Farr (25-11-08) (https://www.notion.so/Lucy-Farr-25-11-08-2a504f42e3e08000abd9c4a03103e5fa?pvs=21), Lucy Farr (25-12-12) (https://www.notion.so/Lucy-Farr-25-12-12-2c804f42e3e080c79b31ee8b8a203f53?pvs=21), Lucy Farr (25-12-20) (https://www.notion.so/Lucy-Farr-25-12-20-2d004f42e3e080809ef1f54424474e46?pvs=21), Lucy Farr (25-12-25) (https://www.notion.so/Lucy-Farr-25-12-25-2d404f42e3e08060967fdc53d2c8d821?pvs=21), Lucy Farr (26-01-04) (https://www.notion.so/Lucy-Farr-26-01-04-2df04f42e3e0803e82fcf8b381b939dc?pvs=21), Lucy Farr (26-01-31) (https://www.notion.so/Lucy-Farr-26-01-31-2fa04f42e3e0802793eefd70faa0c3ba?pvs=21), Lucy Farr (26-03-07) (https://www.notion.so/Lucy-Farr-26-03-07-31d04f42e3e080b7809dea631a8f7d77?pvs=21), Lucy Farr (26-03-20) (https://www.notion.so/Lucy-Farr-26-03-20-32a04f42e3e0801692e5ede0c5fc0f68?pvs=21), Lucy Farr (26-04-12) (https://www.notion.so/Lucy-Farr-26-04-12-34004f42e3e080b3b72bd82873007af4?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3,https://www.notion.so/30704f42e3e08054b26ed07f522b9699",12,12.2,Joe Bane’s / The Princess / Lucy Farr (https://www.notion.so/Joe-Bane-s-The-Princess-Lucy-Farr-bfa5d220bb3a4c29b3519fa460b21a2d?pvs=21),6,Barndance
Eileen Arun,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:52 AM",60,"Sep 14, 2024",1,,"February 14, 2026 11:10 AM (CST)",,No,No,0,Slow Tunes,"Eileen Arun (24-09-14) (https://www.notion.so/Eileen-Arun-24-09-14-428630479abf409881452e8f30a0c41e?pvs=21), Eileen Arun (24-11-27) (https://www.notion.so/Eileen-Arun-24-11-27-b9e394637685480382048d774d64d069?pvs=21), Eileen Arun (25-01-26) (https://www.notion.so/Eileen-Arun-25-01-26-18704f42e3e080619fbad93d05260baf?pvs=21), Eileen Arun (25-04-01) (https://www.notion.so/Eileen-Arun-25-04-01-1c904f42e3e08044bb47f68a06291559?pvs=21), Eileen Arun (25-08-27) (https://www.notion.so/Eileen-Arun-25-08-27-25d04f42e3e08037a7c0e763787387ee?pvs=21), Eileen Arun (25-11-22) (https://www.notion.so/Eileen-Arun-25-11-22-2b404f42e3e080dc96d0f8bfb01da7b2?pvs=21), Eileen Arun (26-02-14) (https://www.notion.so/Eileen-Arun-26-02-14-30704f42e3e080458b32e1b629bfea2a?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3",85,85.5,,7,Air
Lilting Banshee,Counts (https://www.notion.so/Counts-21104f42e3e0808c97cbfb65ba6fe17c?pvs=21),"April 28, 2023 9:52 AM",23,"Mar 16, 2024",3,,"March 23, 2026 8:17 PM (CDT)",,Yes,No,7,Easy/Popular,"Lilting Banshee (24-03-16) (https://www.notion.so/Lilting-Banshee-24-03-16-d145d6cf26d248a0aafec13b9a66a605?pvs=21), Lilting Banshee (24-04-08) (https://www.notion.so/Lilting-Banshee-24-04-08-d3e1311d72244418a3ddfe1e4134a811?pvs=21), Lilting Banshee (24-04-27) (https://www.notion.so/Lilting-Banshee-24-04-27-11c502574218469490d77023167123de?pvs=21), Lilting Banshee (24-05-13) (https://www.notion.so/Lilting-Banshee-24-05-13-a03af2bcd31d4764b0b71c64f47ca2ad?pvs=21), Lilting Banshee (24-05-24) (https://www.notion.so/Lilting-Banshee-24-05-24-60bb2b665c6c4eabb7ba5e43a9085b59?pvs=21), Lilting Banshee (24-06-03) (https://www.notion.so/Lilting-Banshee-24-06-03-652ff6dcb1eb4c408ab7dace24e3ad32?pvs=21), Lilting Banshee (24-08-05) (https://www.notion.so/Lilting-Banshee-24-08-05-08b94b4aa6614f9e972c26bc76b72c83?pvs=21), Lilting Banshee (24-08-11) (https://www.notion.so/Lilting-Banshee-24-08-11-6f77dc280ebe4d88be119af952afa077?pvs=21), Lilting Banshee (24-08-25) (https://www.notion.so/Lilting-Banshee-24-08-25-7e44b75f65864f47bc2827be0a74e7b7?pvs=21), Lilting Banshee (24-10-20) (https://www.notion.so/Lilting-Banshee-24-10-20-3821710069a64809b6064925471bf30d?pvs=21), Lilting Banshee (24-11-07) (https://www.notion.so/Lilting-Banshee-24-11-07-a7ee581726654c3684fd429dc65d7e32?pvs=21), Lilting Banshee (24-11-17) (https://www.notion.so/Lilting-Banshee-24-11-17-4c01e08605e2422ba70c29c0cdd330ab?pvs=21), Lilting Banshee (24-03-25) (https://www.notion.so/Lilting-Banshee-24-03-25-ae066766eb4249a7bccc4c59b55eb49c?pvs=21), Lilting Banshee (24-12-11) (https://www.notion.so/Lilting-Banshee-24-12-11-640c605862564426bcebc83696943975?pvs=21), Lilting Banshee (25-01-22) (https://www.notion.so/Lilting-Banshee-25-01-22-18404f42e3e08083b859e953915ee2fc?pvs=21), Lilting B (25-03-14) (https://www.notion.so/Lilting-B-25-03-14-1b704f42e3e080839ae0e7388afad143?pvs=21), Lilting Banshee (25-04-13) (https://www.notion.so/Lilting-Banshee-25-04-13-1d404f42e3e0801cba6af117cc727be7?pvs=21), Lilting Banshee (25-05-31) (https://www.notion.so/Lilting-Banshee-25-05-31-20404f42e3e0808db2c0d734f25af076?pvs=21), Lilting Banshee (25-07-02) (https://www.notion.so/Lilting-Banshee-25-07-02-22504f42e3e08024b749e0f989b42857?pvs=21), Lilting Banshee (25-07-12) (https://www.notion.so/Lilting-Banshee-25-07-12-22e04f42e3e0805d90d0e15b71d351f3?pvs=21), Lilting Banshee (25-08-24) (https://www.notion.so/Lilting-Banshee-25-08-24-25904f42e3e08086aca3ccdc9406b0db?pvs=21), Lilting Banshee (25-09-04) (https://www.notion.so/Lilting-Banshee-25-09-04-26504f42e3e080718d0dc6c4fb9c1e6b?pvs=21), Lilting Banshee (25-09-05) (https://www.notion.so/Lilting-Banshee-25-09-05-26604f42e3e080c19f8de5e2e34d1ff1?pvs=21), Lilting Banshee (25-09-14) (https://www.notion.so/Lilting-Banshee-25-09-14-26e04f42e3e080e3a2b3fed5022797bf?pvs=21), Lilting Banshee (25-10-26) (https://www.notion.so/Lilting-Banshee-25-10-26-29804f42e3e0802aaec1f494c5f79849?pvs=21), Lilting Banshee (25-11-08) (https://www.notion.so/Lilting-Banshee-25-11-08-2a504f42e3e0808f8ae4c8eec90919fb?pvs=21), Lilting Banshee (25-12-29) (https://www.notion.so/Lilting-Banshee-25-12-29-2d804f42e3e080b98638f1160feb8a6f?pvs=21), Lilting Banshee (26-01-25) (https://www.notion.so/Lilting-Banshee-26-01-25-2f304f42e3e08018b372c2ab57e87eac?pvs=21), Lilting Banshee (26-01-31) (https://www.notion.so/Lilting-Banshee-26-01-31-2fa04f42e3e080d0bdcee449a3b12073?pvs=21), Lilting Banshee (26-02-14) (https://www.notion.so/Lilting-Banshee-26-02-14-30704f42e3e08079b7ffda750a2e52e2?pvs=21), Lilting Banshee (26-02-21) (https://www.notion.so/Lilting-Banshee-26-02-21-30e04f42e3e080a690c1f435b1034cc2?pvs=21), Lilting Banshee (26-02-23) (https://www.notion.so/Lilting-Banshee-26-02-23-31104f42e3e080869b3cd425c1cecbf9?pvs=21), Lilting Banshee (26-03-01) (https://www.notion.so/Lilting-Banshee-26-03-01-31604f42e3e0807698d7e90e677b1e31?pvs=21), Lilting Banshee (26-03-08) (https://www.notion.so/Lilting-Banshee-26-03-08-31e04f42e3e0804b9edcef8b0e476cdc?pvs=21), Lilting Banshee (26-03-09) (https://www.notion.so/Lilting-Banshee-26-03-09-31e04f42e3e08032833bc51ad62c33d0?pvs=21), Lilting Banshee (26-03-23) (https://www.notion.so/Lilting-Banshee-26-03-23-32d04f42e3e08012843bfb40e0001194?pvs=21)",,"https://www.notion.so/df94cc4a0b934b07a4e0323d106f5483,https://www.notion.so/a88360def3bf4f439e7624d26f0b9649,https://www.notion.so/f2ec56ad874d4b3eb4b4b1614f179d9a,https://www.notion.so/18704f42e3e0809da94ecb48ecb53cd9,https://www.notion.so/1ea04f42e3e080d8b8fef454061c9e31,https://www.notion.so/25d04f42e3e0801baf48fd328d077718,https://www.notion.so/2b404f42e3e08097ac88cd8d960305a3,https://www.notion.so/30704f42e3e08054b26ed07f522b9699",65,65.9,,8,Jig
